text,severity,risk_type,industry,source,is_augmented,split
"about at 11:45 a.m. in circumstances the that mechanics Anthony (group leader), Eduardo and Eric Fernández-injured-the three of the Company IMPROMEC, performed the removal of the pulley of the motor of the pump 3015 in the ZAF of Marcy. 27 cm / Length: 33 cm / Weight: 70 kg), as it was locked proceed to heating the pulley to loosen it, it comes out and falls from a distance of 1.06 meters high and hits the instep of the right foot of the worker, causing the injury described.",Serious,Others,Mining,IHM_Stefanini,True,train
"The staff member was working in the When a thermal shock led to a splash of zinc in his direction, the employee, despite using all the indicated PPE, was hit by small spatters that passed between the facila and the hood. small burn in the face region.",Minor,Liquid Metal,Metals,IHM_Stefanini,True,train
Worker killed after being caught between furnace door and conveyor.,Fatal,Unspecified,Unspecified,OSHA,False,train
"Worker was working at the base of an oil rig when a valve separated from piping, fell and struck the worker.",Fatal,Unspecified,Unspecified,OSHA,False,train
"When accessing the Santa do Novo area, in order to open the chop, General was moving ahead of the team in order to open access for Manetometer, when he came across an area with a steep slope and gravel presence. In a certain place of access the staff member slipped, coming with this to become unbalanced. At that moment the machete that was in his left hand came to slip the right leg above the knee, causing a cut 3cm.",Minor,Others,Others,IHM_Stefanini,True,train
Worker died in work vehicle fire.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker in construction zone died after being struck and killed by vehicle.,Fatal,Unspecified,Unspecified,OSHA,False,train
"When manipulating materials on the master drill truck, the operators decide to make space by moving a radiator, at that moment the driver of the truck is imprisoned the little finger of the left hand against the bar.",Minor,Manual Tools,Mining,IHM_Stefanini,False,train
"In the area of ​​machine tools of the Maestranza the mechanic (injured) was operating the bench drill drilling a metal jacket of 25 ""x 26"" x 3/4 ""(lining) to install in the Skip; this moment he was accompanied by the mechanic Albino who manipulated the jacket and directed the maneuvers on the right side of the drill. Mr. Albino tells him to stop the drill to verify the depth of the drill, Luis lifts the Chuck and Albino pulls the iron and verifies that everything is fine and communicates they that will restart with the drilling of the other holes. that moment, the worker without apparent reason crosses his left arm with the drill on and is caught by the drill in his work clothes causing the injury described.",Serious,Others,Mining,IHM_Stefanini,True,train
"On 02/03/17 during the soil sampling in the region of Sta. the employees Rafael and Danillo da Silva were attacked by a bee test. They rushed away from the place, but the employee Rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. The employee took 4 bites, one in his hand over his glove and the other in the head, and the employee Danillo took 2 bites in the left arm over his uniform. At first no one sketched allergy, just swelling at the sting site. The activity was stopped to evaluate the site, following verifying that the test had remained in the line, they left the site.",Minor,Venomous Animals,Others,IHM_Stefanini,True,train
"Worker was under a home doing plumbing work in a tunnel, dug under the concrete foundation using an electrical shovel type drill, and was electrocuted.",Fatal,Unspecified,Unspecified,OSHA,False,train
"When averaging 04:30 am, the operator Daniel removed cleaning accessories under the mobile channel of line 01, for which he supported his left hand on the rail that was in motion. At that moment the crushing the of 2nd finger of the left hand occurs; the injury occurs. The collaborator is referred to the Medical for care.",Minor,Machine Protection,Metals,IHM_Stefanini,True,train
Worker died in fall through roof panel.,Fatal,Unspecified,Unspecified,OSHA,False,train
"The worker carried out the disassembly of 03 scaffolding bodies in the pulpomatic of the thickener D2251. the dismantling of the base of the scaffold, located approximately one meter high from the floor of the sump, the rivets of the anchor support of the platform were broken, causing the fall of the worker and impacting the right knee with the support that I am anchored in one of the horizontals of the scaffolding structure.",Minor,Fall prevention (same level),Metals,IHM_Stefanini,False,train
"On 02/25/2017 at 13:05 p.m., when assisting with GPS in the Magnetometric collaborator Gilvânio bumped the top of the field hat on a branch and was attacked by maribondos. The moths went towards his eyes, but because of the use of sunglasses, the attack in that region was prevented. The insects moved to the side of the face, getting caught between the ear and the back of the field hat, making the helper get two bites behind the ear. Gilvânio is allergic to Marimbondos bites, soon the activity was at once paralyzed, we drove to the car, where the accident took his medicine (antiallergic already used in other situations out of work, indicated by another doctor) to avoid further swelling. Marcelo responsible for the project was also on the field in the mapping activity, was called on the radio The assistant felt good, but was taken to the emergency of the Hospital of Lavras do Sul, where he consulted the doctor, took antiallergic and was released around 15:20.",Minor,Venomous Animals,Others,IHM_Stefanini,True,train
Employee died when a masonry wall collapsed on him.,Fatal,Unspecified,Unspecified,OSHA,False,train
"The employee reports that he performed his routine activities in the area of ​​Electrolysis when, when trying to position one of the cathode sheets on the easel, it hit his sleeve and resulted in a cut in the same and superficially in the left hand.",Minor,Others,Metals,IHM_Stefanini,True,train
Worker electrocuted from contact with overhead power line.,Fatal,Unspecified,Unspecified,OSHA,False,train
One worker was killed and five injured when their forest services truck ran off the road and rolled down a hill.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker changing store's light bulbs fractured his skull after falling from a 12-foot ladder.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker struck and killed by drill pipe that fell from rail car during unloading.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker fatally injured in stair collapse.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker electrocuted when truck crane contacted overhead power lines.,Fatal,Unspecified,Unspecified,OSHA,False,train
"Worker was removing a ladder stuck in mud and briars. The ladder flew up and hit the worker on the back, fatally injuring the worker.",Fatal,Unspecified,Unspecified,OSHA,False,train
Employee died after being crushed between a semi-trailer and a loading dock.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker struck and killed by tow truck.,Fatal,Unspecified,Unspecified,OSHA,False,train
"When the Master additive was taken from the AFO-755 license plate towards the launching team No. 26, the collaborator Bonifacio (robot assistant) at the moment he received the bucket emptiness of the operator Enoc feels that he drops a drop of additive in the right eye, feeling a burning sensation, so he goes to wash the affected eye in the team's eyes, the collaborator is evacuated to NATCLAR. At the time of the accident, the staff member had glasses, but he was not using them correctly.",Minor,Projection,Mining,IHM_Stefanini,True,train
"When an worker of MILPO Lima visited the facilities, when he was at level 2900, waiting for the personnel cage to go up to level 4070, drops of water fall from the ceiling from a height of 2.20 meters roughly, product of a slight filtration in the crown (sustained with shotcrete), a drop enters the right eye causing discomfort in the right eye. According to the employee, at the time of the accident the lenses had been removed to clean them, this happened after the visit to the interior of the mine.",Minor,Others,Others,IHM_Stefanini,True,train
Employee died after falling from 20-foot ladder while applying caulking inside a warehouse.,Fatal,Unspecified,Unspecified,OSHA,False,train
Hydraulic system blew back striking worker on the head.,Fatal,Unspecified,Unspecified,OSHA,False,train
"Worker was refilling aboveground fuel oil tanks from a tank truck. He had walked behind the truck and bent over, his coat was caught in the power take-off.",Fatal,Unspecified,Unspecified,OSHA,False,train
"Being about 5:45 pm. On the level. 1710 Cx 018 BP 745, in circumstances that the personnel of the company Rock performed the anchorage of the central pin for the anchoring of the drilling machine Diamantina XRD -30 (bob Cat) the assistant Cristian (injured) made the adjustment of the nut of the central bolt with the stilson key No. 18 Simultaneously Jose from the control panel made the movement of the rotation unit for the positioning of the clamp pin, at that moment the frame is slid by pressing the thumb of the assistant's left hand against the stilson key, causing the described injury, due to the lack of securing the frame fixing bolts.",Minor,Others,Mining,IHM_Stefanini,True,train
"In circumstances that Mr. Efraín OSORIO FELIX - Mina 2nd. He entered the interior of Pocket 2 at level 2865 (Before -1205). It activated the compressed air gun that is installed in the lower part of the structure with a nozzle that communicates the air lung with the internal part of the pocket, projecting a violent flow of air that blows the left leg of the worker and generates a stun by the noise produced.",Minor,Others,Mining,IHM_Stefanini,False,train
"When installing the ripper pin of the tractor D6T-N1, the ripper support arm slides by pressing the second and third fingers of the right hand against the base of the ripper causing the injury described.",Minor,Others,Mining,IHM_Stefanini,False,train
Worker killed when disabled truck rolled over.,Fatal,Unspecified,Unspecified,OSHA,False,train
"In the probe 5068 bore BAPDD00146, around 15:00 hours, the polling assistant Luciano da Silva performing the maneuver of descending rods, led the rod to the gutter, but this when not leaning suitably came to escape the gutter returning toward the easel. His hand had slipped and his little finger was between the rod and the easel. Realizing that the shaft had returned, he released it. at once, but his little finger was partially hit by the rim of the rod against the easel resulting in a cut. The auxiliary was taken to hospital and attended to, the wound resulted in 5 points the and was released for administrative activities.",Moderate,Others,Others,IHM_Stefanini,True,train
"At the moment of entering through the mouth of Tunel 3600, the employee moves on the left side of the locomotive LT-18 (locomotive of personnel transfer that was stationed at the entrance of the mouth) without noticing the protruding abutment of said locomotive at the bottom hitting his right knee with the metal stirrup. It should be noted that the operator continued his duties during the watch without reporting what happened. At 2:30 a.m. The extraction supervisor, upon noticing the discomfort of his partner in the knee, evacuated him to Natclar following reporting to the control center.",Minor,Vehicles and Mobile Equipment,Mining,IHM_Stefanini,True,train
Worker struck and killed by falling trree limb.,Fatal,Unspecified,Unspecified,OSHA,False,train
"During the execution of the soil sampling task at the Potions area, around 1:15 pm, Luis - WCA, was opening with a machete and was bitten by a wasp on the back of his right hand, the same was using at the time of the incident all the EPIs needed for activity. The staff member was evaluated by the technician who found it to be a mild and localized swelling wound. The employee reported that he not did feel any pain and that he could continue the activity.",Minor,Venomous Animals,Others,IHM_Stefanini,True,train
"At level 3450, Tajo area 2; after completing the drilling of drills for loading; the operator removes the bit from the jumbo arm and walks towards the crew cabin; from the crown of the work a fragment of rock that passes through the cocada of mesh the of 3 ""and impacts on its helmet and rebound hits the right shoulder of the operator, generating the described injury.",Minor,remains of choco,Mining,IHM_Stefanini,True,train
"The accident occurred at the time an employee of the partner company SF carried out unloading operation of bladder bags. By cutting the bag for charging of the boom into the silo truck's delivery mouth, the inner plastic bag surrounding the contents abruptly dropped and a large amount of material fell onto the cone (funnel). The cone fell over and the injured man stood with his leg pressed between him the and body guard of the scaffold. There was external medical attention and it was verified that there was no fracture",Moderate,Suspended Loads,Metals,IHM_Stefanini,True,train
"On 02/25/2017 at 13:05 p.m., when assisting with GPS in the Magnetometric collaborator Gilvânio bumped the top of the field hat on a branch and was attacked by maribondos. The moths went towards his eyes, but owing to the use of sunglasses, the attack in that region was prevented. The insects moved to the side of the face, getting caught between the ear and the back of the field hat, making the helper get two bites behind the ear. Gilvânio is allergic to Marimbondos bites, soon the activity was paralyzed, we drove to the car, where the accident took his medicine (antiallergic already used in other situations out of work, indicated by another doctor) to avoid further swelling. Marcelo responsible for the project was also on the field in the mapping activity, was called on the radio immediately. The assistant felt good, but was taken to the emergency of the Hospital of Lavras do Sul, where he consulted the doctor, took antiallergic and was released around 15:20.",Minor,Venomous Animals,Others,IHM_Stefanini,True,train
Worker was crushed while working inside a baler.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker fatally crushed when all-terrain forklift overturned.,Fatal,Unspecified,Unspecified,OSHA,False,train
"Being 10:50 am. about, in the workshop of mechanical maintenance (surface) Mr. Orlando of boltec) and his assistant Mr. Macedonio made the cut of the link to shorten the distance the of chain and hold the injection hose of resin, instant that the saw blade leaves its cutting position, affecting the second finger of the left hand causing the injury.",Minor,Others,Mining,IHM_Stefanini,True,train
"In circumstances where the worker and two partners were placing a killer bomb in the basket of a Manitou team, the bomb hits the index finger of the right hand against the basket.",Minor,Pressed,Mining,IHM_Stefanini,False,train
"The employees: César (injured) and Nilton receive the order of their immediate shift supervisor Román to carry out the assembly activity of a brace (length 4.60 m, approximate weight 50 Kg) of the structure of the Nro belt. 2, said collaborators lift the brace and approach it to the installation point, leaving one end on the ground and the other resting on the corner of the pedestal (approximate height of 40 cm). After carrying out the planning of the work, the injured person lifts the end part that was on the floor to turn and position it for assembly, at that moment the other end falls generating the imprisonment of the fingers of the left hand. Staff is taken to the medical center by the supervisor.",Moderate,Others,Mining,IHM_Stefanini,True,train
"The operator was feeding a bag of big bag containing scraps of Zn sheets. During lifting, this loaded bag is released from the hook of the hoist, making abrupt contact with the liquid zinc of the furnace, generating an explosion and causing the operator to be with hit liquid zinc.",Minor,Suspended Loads,Metals,IHM_Stefanini,True,train
Worker fatally shot while giving firing instructions.,Fatal,Unspecified,Unspecified,OSHA,False,train
"When performing shotcrete casting for resane on Cruise 791 Nv. 1940 at 02:50 p.m. about, the operator was placed on the left side of the equipment and started the release of 02 cubic meters, at that time decided to paralyze the task for a few minutes due to a leak of water in the roof box that did not allow the adhesion of the shotcrete to the rock (setting). When restarting the shotcrete launch the operator that was on the left side moved to the right side of the equipment, while the assistant and the operator mixkret to see that there was no pumping went to verify what happened and when they returned they realized that the operator was not, so they assume that he had fallen down the chimney, they left the job ask to for help at once. The emergency response brigade and the medical service are activated, who verify the death of the collaborator. The accident investigation begins.",Serious,Fall,Mining,IHM_Stefanini,True,train
"The worker was sanding a piece in the Electrolysis at the end of the operation, when the protective cap of the disk spun to the back of the left hand.",Minor,Manual Tools,Metals,IHM_Stefanini,True,train
"The personnel: César (injured) and Nilton receive the order of their immediate foreman Román to carry out the assembly activity of a brace (length 4.60 m, approximate weight 50 Kg) of the structure of the Nro belt. 2, said collaborators lift the brace and approach it to the installation point, leaving one end on the ground and the other resting on the corner of the pedestal (approximate height of 40 cm). After carrying out the planning of the work, the injured person lifts the end part that was on the floor to turn and position it for assembly, at that moment the other end falls generating the imprisonment the of fingers of the left hand. Staff is taken to the medical center by the supervisor.",Moderate,Others,Mining,IHM_Stefanini,True,train
carbon monoxide poisoning.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker died after being pinned under a steel coil.,Fatal,Unspecified,Unspecified,OSHA,False,train
"Worker was using an electric material hoist to move beer to a lower level when the overloaded hoist failed and struck the worker, coming to rest 8 feet below.",Fatal,Unspecified,Unspecified,OSHA,False,train
Worker electrocuted while changing lightbulb.,Fatal,Unspecified,Unspecified,OSHA,False,train
"In access 2 of level 3910, during the installation activity of hydraulic filling pipes of 4 ""diameter, when installing a section 80 m to a height of 5.6 m with reference to the floor, the master of hydraulic filling - accident - and his partner suffers an attrition of the right hand between the upper of edge the scoop lamp and the roof of the work generating the injury. At the time of the accident the worker used his rubber gloves.",Serious,Others,Mining,IHM_Stefanini,True,train
Worker killed in fall from flatbed trailer.,Fatal,Unspecified,Unspecified,OSHA,False,train
"In the geological reconnaissance activity, in the farm of Mr. Lázaro, the team composed by Felipe and Divino de Morais, in normal activity encountered a ciliary forest, as they needed to enter the forest to verify a rock outcrop which was the front, the Divine realized the opening of the access with machete. At that moment, took a bite from his neck. There were no more attacks, no allergic reaction, and continued work normally. With the work completed, leaving the forest for the same access, the Divine assistant was attacked by a snake and suffered a sting in the forehead. At that moment they moved away from the area. It was verified that there was no type of allergic reaction and returned with normal activities.",Minor,Others,Others,IHM_Stefanini,False,train
"In circumstances that the mechanical technician and his work colleague arranged to accommodate the spare (Rollover) of the Small 02 on the platform of the cart on the floor, the two squat collaborators decide to push one each on side, at which time one edge of the Rollover imprisons the third finger of left hand against the handle of the cart on the right side, causing the wound on the third finger left hand. At the time of the accident both employees used their respective gloves.",Minor,Others,Mining,IHM_Stefanini,True,train
"Being approx. 3:10 a.m. Mr. Denis made the mesh placed in a ventilation plug up a ladder, during which trying to do a wire tie, suddenly had an imbalance owing to the manipulation of tools falling from the third step, propiciándose a blow in the right knee and a wound of the wrist of the right hand. Later he was evacuated to the post where he received first aid.",Minor,Others,Mining,IHM_Stefanini,True,train
"During the activity of chuteo of ore in hopper OP5; the operator of the locomotive parks his equipment under the hopper to the fill first car, it is at this moment that when it was blowing out to release the load, a mud flow suddenly appears with the presence of rock fragments; the personnel that was in the direction of the flow was covered with mud.",Minor,Others,Mining,IHM_Stefanini,True,train
"During the execution of the task of assembling the box of testimony boxes, in the area of ​​Bonsucesso, around 10:40 am Orlando research driller - GEOSOL, trying to fit two parts of the trestles, a third piece fell on his hand, which was on the piece he held, causing a small trauma to his left thumb. The worker was referred to São Lucas hospital - Paracatu LTDA and attended and released without leaving work soon after.",Moderate,Others,Others,IHM_Stefanini,True,train
Worker killed in fall from elevated surface.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker killed in fall from scissor lift knocked over by collapsing wall.,Fatal,Unspecified,Unspecified,OSHA,False,train
The worker was lowering a residence to meet with the shortened foundation wall. The worker was trapped and crushed between a support beam and a small section of beam stock when the structure collapsed unexpectedly.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker died after being run over and crushed by bulldozer.,Fatal,Unspecified,Unspecified,OSHA,False,train
"During the maintenance of the peristaltic pump 02BP0166 to change the internal hose, the rupture tubing of the reserve pump 02BP0167 ruptured after it started to operate, designing solution heated towards the staff member, reaching his left forearm causing irritation in the skin.",Minor,Projection,Metals,IHM_Stefanini,True,train
"In circumstances that two workers of the company INCIMMET made the loading of explosives using an equipment anfoloader, in a front of the work - sustained with shotcreterepentinamente of the right superior part of the crown, a piece of rock of approx. 9. kg, (0.2mx0.15mx0.10m), impacting on the basket and on the back of the helper who was in the basket suspended at 2.2 m height, moments later a block of rock is detached from the wall of the gable approx. 1,500 kg. (1.20mx1.10mx0.40m), which impacts the ampoloader team and of part this block injures the operator of the ampoloader team who was standing on the ground. The equipment anfoloader has a cabin with protection ROPs and FOPs, at the time of the accident both workers used helmets and safety boots. Both suffered polyontusions and minor scoria injuries.",Moderate,Others,Mining,IHM_Stefanini,True,train
Worker struck and killed by shaft being lifted by crane.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker fell and hit his head while trying to climb over a partition wall to gain entry into a locked adjoining office.,Fatal,Unspecified,Unspecified,OSHA,False,train
"Mr. Eriks after having completed the change of guide pole in the conveyor belt 7-1, the collaborator moved to the other side of the belt to remove the tecl, passes under the stairs without getting to observe that in that moment the collaborator Jhon dropped an inchancable of a weight approx. of 15 kg. the From entrance platform to the chute of discharge, at a height of 1.80 meters, the iron grazed him on the forearm, finally hitting his left foot at the height of the instep.",Minor,Others,Mining,IHM_Stefanini,True,train
Worker fatally crushed when recreational vehicle fell off jacks.,Fatal,Unspecified,Unspecified,OSHA,False,train
Logger cutting trees was struck and killed by a large falling limb.,Fatal,Unspecified,Unspecified,OSHA,False,train
"At the moment of entering through the mouth of Tunel 3600, the worker moves on the left side of the locomotive LT-18 (locomotive of personnel transfer that was stationed at the entrance of the mouth) without noticing the protruding abutment of said locomotive at the bottom hitting his right knee with the metal stirrup. It should be noted that the operator continued his duties during the watch without reporting what happened. At 2:30 a.m. The extraction shift supervisor, upon noticing the discomfort of his partner in the knee, evacuated him to Natclar following reporting to the control center.",Minor,Vehicles and Mobile Equipment,Mining,IHM_Stefanini,True,train
"At the moment the forklift operator went to manipulate bag big of bioxide in section 70 and just in front of the ladder that leads to the area of ​​manual displacement, he splashed spent at the height of his forehead from a fissure in pipe G -069, subsequently spilling to his left eye. The collaborator went to the nearby eyewash for cleaning and at once to the medical center.",Minor,Chemical substances,Metals,IHM_Stefanini,True,train
"The worker carried out the disassembly of 03 scaffolding bodies in the pulpomatic of the thickener D2251. the dismantling of the of base the scaffold, located approximately one meter high from the floor of the sump, the rivets of the anchor support of the platform were broken, causing the fall of the worker and impacting the right knee with the support that I am anchored in one of the horizontals of the scaffolding structure.",Minor,Fall prevention (same level),Metals,IHM_Stefanini,True,train
Worker was cutting trees. The tree he cut fell and pinned him against another tree.,Fatal,Unspecified,Unspecified,OSHA,False,train
"At level 3790 (formerly level -280), the hydraulic filling personnel performed the installation of 4 ""diameter HDPE pipe through the ventilation chimney with the help of a 4-yard scooptram that held and pushed the end of the pipe. pipe (100 meters in length). At that moment the pipe gets stuck on the edge of the chimney causing the pipe to form an arc the at height where the injured worker was, who signals with the light of his lamp to the operator of the scooptram to stop and when trying to retire from the line of fire, the worker loses balance by light contact with the pipe causing fall at the same level.",Minor,Fall prevention,Mining,IHM_Stefanini,True,train
"The worker was performing cutting activity on a carbon steel pipe attached to the band saw machine. Due to uneven weight distribution, the tube moved downward and the other was end projected upwards, pressing the thumb.",Minor,Pressed,Metals,IHM_Stefanini,True,train
"Being at 11:00 a.m. about the mechanic was removing the last bolt of the 6 ""nipple in the pump 4115 (lime feeder), reactive area, the mechanic is positioned slightly flexing the legs and performs upward force with both hands, in that moment feels a pain and a spume in the right thigh. The mechanic is evacuated with the help of his colleagues the to medical post.",Minor,Others,Mining,IHM_Stefanini,True,train
"Mr. Eriks after having completed the change of guide pole in the conveyor belt 7-1, the collaborator moved to the other side of the belt to remove the tecl, passes under the stairs without getting to observe that in that moment the collaborator Jhon dropped an inchancable of a weight approx. of 15 kg. From the entrance platform to the chute of discharge, at a height of 1.80 meters, the iron grazed him on the forearm, finally hitting his left foot at the height of the instep.",Minor,Others,Mining,IHM_Stefanini,False,train
Worker electrocuted when excavator contacted power line.,Fatal,Unspecified,Unspecified,OSHA,False,train
"An operator of the G-2142 deslaminadora in section 75 was unlocking a sheet of zinc stuck so that it can enter the slide of the stacking table, for this requires the support of Mr. Mollares and this helps to hold the sheet to place it in the entry chute to the slide. At the moment of releasing the blade, it tilted and brushed Mr. Mollares's left leg. The collaborator went to the nearby eyewash for cleaning and immediately to the medical center.",Minor,Others,Metals,IHM_Stefanini,False,train
"In circumstances, the drilling assistants proceeded to assemble the inner tube to the barel; the injured person retracts the inner tube (head) to throw it manually towards top the of the catheter (inclination - 3 °) to continue with the perforation, in that moment the glove of the left hand is hooked in the speart point pushing his left hand until the edge of the box of the barel, originating the injury. At the time of the accident the injured employee used his rubber gloves and the work area was well lit.",Moderate,Others,Mining,IHM_Stefanini,True,train
Worker crushed by frame of forklift.,Fatal,Unspecified,Unspecified,OSHA,False,train
"Mr. Jesus operator of the concrete throwing team (alpha N ° 18) was shooting shotcrete in the Cx work. 001 Nv. 1710 OB1. applying 0.5 m3, he realizes that the additive did not come out in the mix, directing to lift the cover of the passage valve (54 Cm x 53 Cm of ¼ inch of thickness about 15 Kg). verifying that the valve was open, release the lid and it hits to the third finger of the left hand against the base, causing the injury.",Moderate,Others,Mining,IHM_Stefanini,True,train
"The employee reports that he performed his routine activities in the area of ​​Electrolysis when, when trying to position one of the cathode sheets on the easel, it hit his sleeve and caused a cut in the same and superficially in the left hand.",Minor,Others,Metals,IHM_Stefanini,False,train
"ACTIVITY: front sanitation (slaughter of choco with scaller) LOCAL: underground mine, level 350 - front 45 Upper JKA The operator performed front sanitation when a rock block from the roof hit the equipment. The accident staff member was promptly rescued by the unit's emergency brigade and transported to the outpatient clinic where he received the first care, and was transferred to the Municipal of Paracatu.",Serious,remains of choco,Mining,IHM_Stefanini,True,train
Worker died after falling 30 feet while removing bolts from a crane rail.,Fatal,Unspecified,Unspecified,OSHA,False,train
"Employee reports that when trying to remove one of the plates the from overflow system of the Ustulador oven, the 5th finger of the right hand was pressed between the tool (wrench with extension) and the overflow flange of the Ustulador oven, located behind the performer.",Minor,Others,Metals,IHM_Stefanini,True,train
"After maintenance on Boltec 03 at level 285 GTS of Rampa XXX, the mechanic and operator of the equipment performed tests on the equipment magazine. When the magazine carousel was turned on, the operator had his left middle finger pressed against the equipment frame.",Minor,Pressed,Mining,IHM_Stefanini,False,train
Worker performing repairs under bus crushed and killed when vehicle settled.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker died after he was run over by a semi-truck in the loading area.,Fatal,Unspecified,Unspecified,OSHA,False,train
"The employee reports that he was draining ammonia, used as a refrigerant, a into container of water when splashes of the solution drained onto his face.",Minor,Chemical substances,Metals,IHM_Stefanini,True,train
"The employee reports that he performed his routine activities in the area of ​​Electrolysis when, when trying to position one of the cathode sheets on the easel, it hit his sleeve and led to a cut in the same and superficially in the left hand.",Minor,Others,Metals,IHM_Stefanini,True,train
"The operator of the Scissor 187 leaves his equipment parked at level -2995 Acc 7 due to electrical problems, when the maintenance personnel arrives, the electrician climbs on the control platform of the equipment and performs the verification of the hydraulic system confirming the problem; then in coordination with the mechanic decide to perform the test with the diesel system, moments in which accidentally activates with the body the arm movement lever causing the drill arm to move downwards generating the left hand's atricion against the support of the pivot tube generating the lesion described. At the time of the accident the electrician was alone on the control platform, as the mechanic was at ground level observing the pressure on the diesel system pressure gauge.",Serious,Others,Mining,IHM_Stefanini,True,train
"In circumstances where the staff member made the connection of the electric cable of the No. 08 jumbo, the operator feels discomfort in the face cleaning with the hand as using the rubber glove, generating a superficial laceration (small wound) the on left cheekbone.",Minor,Others,Mining,IHM_Stefanini,True,train
"In moments that Mr. William carried out the inspection the of cut of the Block 781 Level 1850 OB6A, so that the loading platform could be realized, in instants that observed the drills positive radial ones that were covered and shotcreteados, he hears a noise from the upper part of the pit (detachments of banks at the center of the pit), to which Mr. William goes back to leave work, but his metatarsal boots makes contact with a rock that was on the floor which causes it to lose balance and stumble on the gable.",Minor,Others,Mining,IHM_Stefanini,True,train
Worker was struck and killed by a vehicle while performing maintenance in a storm drain.,Fatal,Unspecified,Unspecified,OSHA,False,train
"When an worker of MILPO Lima visited the facilities, when he was at level 2900, waiting for the personnel cage to go up to level 4070, drops of water fall from the ceiling from a height of 2.20 meters product of a slight filtration in the crown (received with shotcrete), a drop enters the right eye causing discomfort in the right eye. According to the employee, at the time of the accident the lenses had been removed to clean them, this happened following the visit to the interior of the mine.",Minor,Others,Others,IHM_Stefanini,True,train
"During execution of drilling on the target - Bolt BRJCLDD0006, by made the company SERVITECFORACO - probe 25, at 09:45 on July 9, 2016, the official Josimar da Silva, in the moment of the maneuver to fish material, when removing the feeder of water, during movement of the winch realized that the safety chain was loose and could curl in the rod. In performing the chain removal movement, he placed his left hand between the hose and the cap of the hydraulic plate. With the unlocking of the inner tube there was an abrupt movement of the chain, pushing his hand towards the hydraulic plate, causing an injury to the ring finger of this hand. The lesion led to a cut in the 4th Quirodactyl, with a need for suture of 3 points to close the cut.",Moderate,Others,Others,IHM_Stefanini,True,train
"While traveling in the field in order to make geological mapping, the geologist Manoel who was accompanied by the prospector Marcos stooped to deviate from the vegetation, at that time, received three whistling stings being them, two on the face and one on the neck. There was no allergic reaction and activities followed normally after the event.",Minor,Bees,Others,IHM_Stefanini,False,train
"worker reports that he performed soldering activity when he was in hit the eye region by dust that was found in the thermal insulation, causing irritation.",Minor,Others,Metals,IHM_Stefanini,True,train
"On 02/25/2017 at 13:05 p.m., when assisting with GPS in the Magnetometric collaborator Gilvânio bumped the top of the field hat on a branch and was attacked by maribondos. The moths went towards his eyes, but owing to the use of sunglasses, the attack in that region was prevented. The insects moved to side the of the face, getting caught between the ear and the back of the field hat, making the helper get two bites behind the ear. Gilvânio is allergic to Marimbondos bites, soon the activity was at once paralyzed, we drove to the car, where the accident took his medicine (antiallergic already used in other situations out of work, indicated by another doctor) to avoid further swelling. Marcelo responsible for the project was also on the field in the mapping activity, was called on the radio immediately. The assistant felt good, but was taken to the emergency of the Hospital of Lavras do Sul, where he consulted the doctor, took antiallergic and was released around 15:20.",Minor,Venomous Animals,Others,IHM_Stefanini,True,train
Worker fatally crushed by vehicle being loaded onto flatbed truck.,Fatal,Unspecified,Unspecified,OSHA,False,train
Worker died from infection of occupational injury.,Fatal,Unspecified,Unspecified,OSHA,False,train
"Worker was contracted to remove and install a new breaker that controlled a chipper. The disconnect was placed in the off position and the worker began disconnecting the I/O cable from the lugs inside the box, when an arc flash occurred.",Fatal,Unspecified,Unspecified,OSHA,False,train
"In circumstances, the drilling assistants started to assemble the inner tube to the barel; the injured person retracts the inner tube (head) to throw it manually towards the top of the catheter (inclination - 3 °) to continue with the perforation, in that moment the glove of the left hand is hooked in the speart point pushing his left hand until the edge of the box of the barel, originating the injury. At the time of the accident the injured staff member used his rubber gloves and the work area was well lit.",Moderate,Others,Mining,IHM_Stefanini,True,train
Employee was performing cleaning near the area of ​​the pneumatic conveyor when he was hit by a drop of sulfuric acid on his upper lip.,Minor,Chemical substances,Metals,IHM_Stefanini,True,train
"Being 12:20 pm. Approximately in NV 1680 OB5 CX 018, Mr. Cesar - Operator of mine services, in an instant that he was picking up the cat position one of the truck crane of plate ACL 804, when raising with the right hand the lower part of the cat is indexed the index finger of the left hand, between the body of the cylinder valve of the cat and the valve of the turntable that was the in upper part.",Minor,Others,Mining,IHM_Stefanini,True,train
Worker struck and killed by falling compressor.,Fatal,Unspecified,Unspecified,OSHA,False,train
